ObservationID	Count	SpeciesID
RHOE_09.53_2010_11	7	4240
RHOE_09.53_2010_12	1	720
RHOE_09.53_2010_12	30	1860
RHOE_09.53_2010_12	5	4240
RHOE_09.53_2010_2	2	720
RHOE_09.53_2010_2	1	1220
RHOE_09.53_2010_2	36	1860
RHOE_09.53_2010_2	5	4240
RHOE_09.53_2011_1	3	720
RHOE_09.53_2011_1	10	1860
RHOE_09.53_2011_1	9	4240
RHOE_09.53_2011_11	22	1860
RHOE_09.53_2011_11	14	4240
RHOE_09.53_2011_12	45	1860
RHOE_09.53_2011_12	11	4240
RHOE_09.53_2012_1	30	1860
RHOE_09.53_2012_1	12	4240
RHOE_09.53_2012_1	1	5820
RHOE_09.53_2012_11	15	1860
RHOE_09.53_2012_11	9	4240
RHOE_09.53_2012_2	20	1860
RHOE_09.53_2012_2	12	4240
RHOE_09.53_2013_11	38	1860
RHOE_09.53_2013_11	6	4240
RHOE_09.53_2013_12	21	1860
RHOE_09.53_2013_12	11	4240
RHOE_09.53_2014_1	9	1860
RHOE_09.53_2014_1	6	4240
RHOE_09.54_2008_11	1	1520
RHOE_09.54_2008_11	10	1860
RHOE_09.54_2008_11	4	4240
RHOE_09.54_2008_11	32	5820
RHOE_09.54_2008_12	1	1520
RHOE_09.54_2008_12	12	1860
RHOE_09.54_2008_12	4	4240
RHOE_09.54_2008_12	50	5820
RHOE_09.54_2009_1	1	1520
RHOE_09.54_2009_1	23	1860
RHOE_09.54_2009_1	4	4240
RHOE_09.54_2009_1	65	5820
RHOE_09.54_2009_11	8	1860
RHOE_09.54_2009_11	3	4240
RHOE_09.54_2009_11	21	5820
RHOE_09.54_2009_12	18	1860
RHOE_09.54_2009_12	2	4240
RHOE_09.54_2009_12	24	5820
RHOE_09.54_2009_2	15	1860
RHOE_09.54_2009_2	4	4240
RHOE_09.54_2009_2	19	5820
RHOE_09.54_2010_1	8	1860
RHOE_09.54_2010_1	2	4240
RHOE_09.54_2010_11	5	1860
RHOE_09.54_2010_11	2	4240
RHOE_09.54_2010_11	2	5820
RHOE_09.54_2010_12	21	1860
RHOE_09.54_2010_12	1	4240
RHOE_09.54_2010_12	125	5820
RHOE_09.54_2010_2	17	1860
RHOE_09.54_2010_2	1	4290
RHOE_09.54_2010_2	151	5820
RHOE_09.54_2011_1	11	1860
RHOE_09.54_2011_1	2	4240
RHOE_09.54_2011_1	8	5820
RHOE_09.54_2011_11	1	1220
RHOE_09.54_2011_11	17	1860
RHOE_09.54_2011_11	3	4240
RHOE_09.54_2011_11	33	5820
RHOE_09.54_2011_12	14	1860
RHOE_09.54_2011_12	3	4240
RHOE_09.54_2011_12	40	5820
RHOE_09.54_2012_1	18	1860
RHOE_09.54_2012_1	3	4240
RHOE_09.54_2012_1	43	5820
RHOE_09.54_2012_11	10	1860
RHOE_09.54_2012_11	2	4240
RHOE_09.54_2012_11	21	5820
RHOE_09.54_2012_12	7	1860
RHOE_09.54_2012_12	4	4240
RHOE_09.54_2012_12	37	5820
RHOE_09.54_2012_2	2	1660
RHOE_09.54_2012_2	13	1860
RHOE_09.54_2012_2	3	4240
RHOE_09.54_2012_2	65	5820
RHOE_09.54_2013_11	7	1860
RHOE_09.54_2013_11	5	4240
RHOE_09.54_2013_11	8	5820
RHOE_09.54_2013_12	8	1860
RHOE_09.54_2013_12	4	4240
RHOE_09.54_2013_12	38	5820
RHOE_09.54_2014_1	2	1660
RHOE_09.54_2014_1	9	1860
RHOE_09.54_2014_1	2	4240
RHOE_09.54_2014_1	29	5820
RHOE_09.60_1999_1	2	4240
RHOE_09.69_2009_1	1	1220
RHOE_09.69_2009_1	1	1860
RHOE_09.69_2009_1	1	2030
RHOE_09.69_2009_1	29	5820
RHOE_09.69_2009_1	1	5900
RHOE_09.69_2010_1	1	1220
RHOE_09.69_2010_1	15	5820
RHOE_09.69_2011_1	7	1860
RHOE_09.69_2011_1	2	4240
RHOE_09.69_2011_1	16	5820
RHOE_09.69_2012_1	1	1520
RHOE_09.69_2012_1	8	1860
RHOE_09.69_2012_1	26	5820
RHOE_09.69_2013_1	8	1860
RHOE_09.69_2014_1	2	1520
RHOE_09.69_2014_1	16	5820
RHOE_09.70_2005_1	2	90
RHOE_09.70_2005_1	1	1220
RHOE_09.70_2005_1	1	1520
RHOE_09.70_2005_1	44	1860
RHOE_09.70_2005_1	10	4240
RHOE_09.70_2005_1	5	4290
RHOE_09.70_2005_1	62	5820
RHOE_09.70_2006_1	1	1220
RHOE_09.70_2006_1	2	1520
RHOE_09.70_2006_1	31	1860
RHOE_09.70_2006_1	5	4240
RHOE_09.70_2006_1	4	4290
RHOE_09.70_2006_1	39	5820
RHOE_09.70_2006_1	1	5900
RHOE_09.70_2007_1	1	90
RHOE_09.70_2007_1	1	1220
RHOE_09.70_2007_1	4	1520
RHOE_09.70_2007_1	2	1660
RHOE_09.70_2007_1	2	1670
RHOE_09.70_2007_1	1	1710
RHOE_09.70_2007_1	1	1780
RHOE_09.70_2007_1	34	1860
RHOE_09.70_2007_1	13	4240
RHOE_09.70_2007_1	6	4290
RHOE_09.70_2007_1	72	5820
RHOE_09.70_2008_1	1	720
RHOE_09.70_2008_1	2	1220
RHOE_09.70_2008_1	5	1520
RHOE_09.70_2008_1	1	1660
RHOE_09.70_2008_1	1	1780
RHOE_09.70_2008_1	70	1860
RHOE_09.70_2008_1	12	4240
RHOE_09.70_2008_1	10	4290
RHOE_09.70_2008_1	117	5820
RHOE_09.70_2009_1	3	1520
RHOE_09.70_2009_1	39	1860
RHOE_09.70_2009_1	5	4240
RHOE_09.70_2009_1	15	4290
RHOE_09.70_2009_1	142	5820
RHOE_09.70_2009_1	5	5900
RHOE_09.70_2010_1	3	1520
RHOE_09.70_2010_1	1	1780
RHOE_09.70_2010_1	40	1860
RHOE_09.70_2010_1	1	2030
RHOE_09.70_2010_1	6	4240
RHOE_09.70_2010_1	12	4290
RHOE_09.70_2010_1	93	5820
RHOE_09.70_2010_1	4	5900
RHOE_09.70_2011_1	2	1520
RHOE_09.70_2011_1	35	1860
RHOE_09.70_2011_1	3	4240
RHOE_09.70_2011_1	8	4290
RHOE_09.70_2012_1	3	1520
RHOE_09.70_2012_1	38	1860
RHOE_09.70_2012_1	5	4240
RHOE_09.70_2012_1	8	4290
RHOE_09.70_2012_1	7	5820
RHOE_09.70_2013_1	4	1520
RHOE_09.70_2013_1	13	1860
RHOE_09.70_2013_1	6	4240
RHOE_09.70_2013_1	3	4290
RHOE_09.70_2013_1	6	5820
RHOE_09.70_2014_1	4	720
RHOE_09.70_2014_1	3	1520
RHOE_09.70_2014_1	1	1780
RHOE_09.70_2014_1	20	1860
RHOE_09.70_2014_1	6	4240
RHOE_09.70_2014_1	4	4290
RHOE_09.70_2014_1	2	5820
RHOE_09.71_2009_1	1	1520
RHOE_09.71_2009_1	30	1860
RHOE_09.71_2009_1	3	4240
RHOE_09.71_2009_1	4	5820
RHOE_09.71_2010_1	1	1220
RHOE_09.71_2010_1	2	1520
RHOE_09.71_2010_1	17	1860
RHOE_09.71_2010_1	9	4240
RHOE_09.71_2010_1	2	4290
RHOE_09.71_2011_1	2	1520
RHOE_09.71_2011_1	9	1860
RHOE_09.71_2011_1	2	4240
RHOE_09.71_2012_1	2	1520
RHOE_09.71_2012_1	1	1780
RHOE_09.71_2012_1	6	1860
RHOE_09.71_2012_1	2	4240
RHOE_09.71_2012_1	1	4290
RHOE_09.71_2013_1	48	1860
RHOE_09.71_2013_1	10	4240
RHOE_09.71_2013_1	41	5820
RHOE_09.71_2014_1	3	1520
RHOE_09.71_2014_1	1	1710
RHOE_09.71_2014_1	28	1860
RHOE_09.71_2014_1	4	4240
RHOE_09.73_2011_1	2	1860
RHOE_09.73_2011_1	1	4240
RHOE_09.73_2011_2	1	1220
RHOE_09.73_2012_1	1	1220
RHOE_09.73_2014_1	3	1860
RHOE_09.74_2011_1	1	1520
RHOE_09.74_2011_1	1	1860
RHOE_09.74_2011_2	1	1520
RHOE_09.74_2011_2	2	1860
RHOE_09.74_2012_1	1	1520
RHOE_09.74_2012_1	3	1860
RHOE_09.74_2014_1	2	1520
RHOE_09.78_2010_1	2	1520
RHOE_09.78_2010_1	3	4240
RHOE_09.78_2010_11	2	1520
RHOE_09.78_2010_11	2	4240
RHOE_09.78_2010_12	2	1520
RHOE_09.78_2010_12	3	4240
RHOE_09.78_2011_1	2	1520
RHOE_09.78_2011_1	3	4240
RHOE_09.78_2011_2	2	4240
RHOE_09.78_2012_1	2	1520
RHOE_09.78_2012_1	5	4240
RHOE_09.78_2013_1	2	1520
RHOE_09.78_2013_1	3	4240
RHOE_09.78_2014_1	2	1520
RHOE_09.78_2014_1	1	4240
RHOE_09.79_2010_1	12	1860
RHOE_09.79_2010_1	1	4240
RHOE_09.79_2010_11	8	1860
RHOE_09.79_2010_12	33	1860
RHOE_09.79_2011_1	3	1860
RHOE_09.79_2011_1	1	4240
RHOE_09.79_2011_1	1	5927
RHOE_09.79_2011_2	26	1860
RHOE_09.84_2012_1	1	1220
RHOE_09.84_2012_1	2	1860
RHOE_09.84_2012_1	2	4240
RHOE_09.85_2011_1	5	1860
RHOE_09.85_2013_1	3	1860
RHOE_09.85_2014_1	2	1860
RHOE_09.88_2002_1	18	1860
RHOE_09.88_2002_1	19	4240
RHOE_09.88_2002_1	3	4290
RHOE_09.88_2002_1	2	5820
RHOE_09.88_2003_1	1	1220
RHOE_09.88_2003_1	1	1520
RHOE_09.88_2003_1	24	1860
RHOE_09.88_2003_1	28	4240
RHOE_09.88_2003_1	7	4290
RHOE_09.88_2003_1	18	5820
RHOE_09.88_2004_1	14	1860
RHOE_09.88_2004_1	11	4240
RHOE_09.88_2004_1	3	20380
RHOE_09.89_2004_1	56	1860
RHOE_09.89_2004_1	1	1960
RHOE_09.89_2004_1	14	4240
RHOE_09.89_2004_1	23	5820
RHOE_09.89_2004_1	1	20380
RHOE_09.91_1999_1	10	1860
RHOE_09.92_2011_1	3	1860
RHOE_09.92_2011_1	1	1980
RHOE_09.92_2011_1	1	4930
RHOE_09.92_2011_1	17	5920
RHOE_09.92_2011_2	6	1860
RHOE_09.92_2011_2	3	4930
RHOE_09.92_2011_2	31	5820
RHOE_09.92_2011_2	1	5900
RHOE_09.92_2011_2	19	5920
RHOE_09.94_2009_1	2	1860
RHOE_09.94_2009_11	4	1860
RHOE_09.94_2011_11	5	1860
RHOE_09.94_2011_11	1	4240
RHOE_09.94_2011_12	1	1220
RHOE_09.94_2011_12	13	1860
RHOE_09.94_2012_1	1	1220
RHOE_09.94_2012_11	2	4240
RHOE_09.94_2012_12	1	720
RHOE_09.94_2012_12	1	1220
RHOE_09.94_2012_12	9	1860
RHOE_09.94_2012_12	2	4240
RHOE_09.94_2012_2	1	1220
RHOE_09.94_2012_2	2	1660
RHOE_09.94_2012_2	4	1860
RHOE_09.94_2012_2	1	4240
RHOE_09.94_2013_1	3	1220
RHOE_09.94_2013_1	5	1860
RHOE_09.94_2013_1	1	4240
RHOE_09.94_2013_11	2	1220
RHOE_09.94_2013_11	10	1860
RHOE_09.94_2013_11	6	4240
RHOE_09.94_2013_11	8	5820
RHOE_09.94_2013_12	2	1860
RHOE_09.94_2013_12	3	4240
RHOE_09.94_2013_2	3	1220
RHOE_09.94_2013_2	8	1860
RHOE_09.94_2013_2	1	4240
RHOE_09.94_2014_1	1	1220
RHOE_09.94_2014_1	1	1840
RHOE_09.94_2014_1	3	1860
RHOE_09.94_2014_1	2	4240
RHOE_09.94_2014_2	2	1660
RHOE_09.94_2014_2	10	1860
RHOE_09.94_2014_2	3	4240
RHOE_09.97_1995_1	2	1860
RHOE_09.97_2000_1	2	1860
RHOE_09.97_2000_1	3	4240
RHOE_09.97_2000_1	8	4290
RHOE_09.97_2001_1	1	1840
RHOE_09.97_2001_1	4	1860
RHOE_09.97_2001_1	3	4240
RHOE_09.97_2001_1	2	4290
RHOE_09.97_2004_1	38	1860
RHOE_09.97_2004_1	1	2030
RHOE_09.97_2004_1	4	4240
RHOE_09.97_2004_1	12	4290
RHOE_09.97_2005_1	24	1780
RHOE_09.97_2005_1	35	1860
RHOE_09.97_2005_1	2	4240
RHOE_09.97_2005_1	5	4290
RHOE_09.97_2006_1	7	1860
RHOE_09.97_2006_1	3	4290
RHOE_10.01_1995_1	1	1220
RHOE_10.01_1995_1	13	1840
RHOE_10.01_1995_1	1	1860
RHOE_10.01_1995_1	3	4290
RHOE_10.01_1995_1	28	5820
RHOE_10.01_1995_1	2	5900
RHOE_10.01_1996_1	30	1840
RHOE_10.01_1996_1	47	1860
RHOE_10.01_1996_1	5	4290
RHOE_10.01_1997_1	13	720
RHOE_10.01_1997_1	1	1220
RHOE_10.01_1997_1	27	5820
RHOE_10.01_1997_1	2	5900
RHOE_10.01_1998_1	7	90
RHOE_10.01_1998_1	31	720
RHOE_10.01_1998_1	5	1220
RHOE_10.01_1998_1	2	1520
RHOE_10.01_1998_1	46	1860
RHOE_10.01_1998_1	161	1980
RHOE_10.01_1998_1	1	2030
RHOE_10.01_1998_1	5	4290
RHOE_10.01_1998_1	6	5820
RHOE_10.01_1998_1	1	5920
RHOE_10.01_1999_1	1	70
RHOE_10.01_1999_1	2	720
RHOE_10.01_1999_1	8	5820
RHOE_10.01_2000_1	1	90
RHOE_10.01_2000_1	4	720
RHOE_10.01_2000_1	3	1220
RHOE_10.01_2000_1	4	1840
RHOE_10.01_2000_1	10	1860
RHOE_10.01_2000_1	6	1980
RHOE_10.01_2000_1	6	2030
RHOE_10.01_2000_1	2	4290
RHOE_10.01_2000_1	150	5820
RHOE_10.01_2000_1	9	5900
RHOE_10.01_2000_1	3	5920
RHOE_10.01_2000_10	2	70
RHOE_10.01_2000_10	12	90
RHOE_10.01_2000_10	5	720
RHOE_10.01_2000_10	2	1220
RHOE_10.01_2000_10	46	1860
RHOE_10.01_2000_10	18	1980
RHOE_10.01_2000_10	4	2030
RHOE_10.01_2000_10	5	4240
RHOE_10.01_2000_10	2	4290
RHOE_10.01_2000_10	15	5820
RHOE_10.01_2000_11	1	70
RHOE_10.01_2000_11	1	720
RHOE_10.01_2000_11	84	1860
RHOE_10.01_2000_11	7	1980
RHOE_10.01_2000_11	3	4240
RHOE_10.01_2000_11	15	4290
RHOE_10.01_2000_11	30	5820
RHOE_10.01_2000_12	1	720
RHOE_10.01_2000_12	3	1860
RHOE_10.01_2000_12	11	1980
RHOE_10.01_2000_12	2	2030
RHOE_10.01_2000_12	1	5180
RHOE_10.01_2000_12	10	5820
RHOE_10.01_2001_1	19	720
RHOE_10.01_2001_1	1	1220
RHOE_10.01_2001_1	5	1980
RHOE_10.01_2001_1	2	2030
RHOE_10.01_2001_1	170	5820
RHOE_10.01_2001_1	2	5920
RHOE_10.01_2001_11	3	70
RHOE_10.01_2001_11	4	90
RHOE_10.01_2001_11	2	1220
RHOE_10.01_2001_11	15	1860
RHOE_10.01_2001_11	1	4240
RHOE_10.01_2001_11	4	4290
RHOE_10.01_2001_11	55	5820
RHOE_10.01_2001_11	7	5920
RHOE_10.01_2001_12	4	4290
RHOE_10.01_2001_12	5	5820
RHOE_10.01_2001_12	1	5920
RHOE_10.01_2001_2	3	90
RHOE_10.01_2001_2	1	1220
RHOE_10.01_2001_2	2	1730
RHOE_10.01_2001_2	5	1840
RHOE_10.01_2001_2	9	1860
RHOE_10.01_2001_2	25	1980
RHOE_10.01_2001_2	2	2030
RHOE_10.01_2001_2	6	4290
RHOE_10.01_2001_2	1	5180
RHOE_10.01_2001_2	27	5820
RHOE_10.01_2001_2	1	5920
RHOE_10.01_2001_3	2	90
RHOE_10.01_2001_3	2	1730
RHOE_10.01_2001_3	2	1860
RHOE_10.01_2001_3	20	1980
RHOE_10.01_2001_3	3	2030
RHOE_10.01_2001_3	4	4290
RHOE_10.01_2001_3	5	5820
RHOE_10.01_2002_1	2	5180
RHOE_10.01_2002_1	1	5190
RHOE_10.01_2002_1	39	5820
RHOE_10.01_2002_2	3	90
RHOE_10.01_2002_2	3	720
RHOE_10.01_2002_2	19	1860
RHOE_10.01_2002_2	40	1980
RHOE_10.01_2002_2	5	2030
RHOE_10.01_2002_2	4	4290
RHOE_10.01_2002_2	1	5180
RHOE_10.01_2002_2	4	5820
RHOE_10.01_2003_1	3	1520
RHOE_10.01_2003_1	2	1730
RHOE_10.01_2003_1	3	1840
RHOE_10.01_2003_1	4	1860
RHOE_10.01_2003_1	4	4240
RHOE_10.01_2003_1	118	5820
RHOE_10.01_2005_1	100	5820
RHOE_10.01_2005_1	1	5920
RHOE_10.01_2006_1	3	720
RHOE_10.01_2006_1	1	950
RHOE_10.01_2006_1	7	1220
RHOE_10.01_2006_1	1	1620
RHOE_10.01_2006_1	109	1660
RHOE_10.01_2006_1	9	1670
RHOE_10.01_2006_1	2	1730
RHOE_10.01_2006_1	4	1820
RHOE_10.01_2006_1	49	1840
RHOE_10.01_2006_1	102	1860
RHOE_10.01_2006_1	13	1940
RHOE_10.01_2006_1	12	2030
RHOE_10.01_2006_1	4	4240
RHOE_10.01_2006_1	25	4290
RHOE_10.01_2006_11	2	720
RHOE_10.01_2006_11	3	1220
RHOE_10.01_2006_11	6	1730
RHOE_10.01_2006_11	12	1840
RHOE_10.01_2006_11	20	1860
RHOE_10.01_2006_11	1	4240
RHOE_10.01_2006_11	5	4290
RHOE_10.01_2006_11	80	5820
RHOE_10.01_2006_11	1	5920
RHOE_10.01_2006_12	2	720
RHOE_10.01_2006_12	5	1220
RHOE_10.01_2006_12	2	1730
RHOE_10.01_2006_12	16	1860
RHOE_10.01_2006_12	1	2030
RHOE_10.01_2006_12	1	5530
RHOE_10.01_2006_12	200	5820
RHOE_10.01_2006_12	6	5920
RHOE_10.01_2007_1	3	1220
RHOE_10.01_2007_1	2	1520
RHOE_10.01_2007_1	29	1660
RHOE_10.01_2007_1	16	1730
RHOE_10.01_2007_1	14	1840
RHOE_10.01_2007_1	8	1860
RHOE_10.01_2007_1	5	1940
RHOE_10.01_2007_1	200	5820
RHOE_10.01_2007_11	7	1520
RHOE_10.01_2007_11	19	1730
RHOE_10.01_2007_11	5	1820
RHOE_10.01_2007_11	2	1860
RHOE_10.01_2007_11	5	4290
RHOE_10.01_2007_11	162	5820
RHOE_10.01_2007_11	2	5900
RHOE_10.01_2007_12	3	1520
RHOE_10.01_2007_12	2	1730
RHOE_10.01_2007_12	17	5820
RHOE_10.01_2007_12	2	5900
RHOE_10.01_2007_2	2	1220
RHOE_10.01_2007_2	16	4930
RHOE_10.01_2007_2	160	5820
RHOE_10.01_2008_1	2	1520
RHOE_10.01_2008_1	2	1820
RHOE_10.01_2008_1	24	1840
RHOE_10.01_2008_1	4	1860
RHOE_10.01_2008_1	19	5820
RHOE_10.01_2008_1	1	5900
RHOE_10.01_2008_2	3	1220
RHOE_10.01_2008_2	42	1730
RHOE_10.01_2008_2	5	1860
RHOE_10.01_2008_2	1	4240
RHOE_10.01_2008_2	19	4290
RHOE_10.01_2008_2	131	5820
RHOE_10.01_2009_1	8	1730
RHOE_10.01_2009_1	78	1840
RHOE_10.01_2009_1	15	1860
RHOE_10.01_2009_1	74	5820
RHOE_10.01_2009_1	1	5920
RHOE_10.01_2010_11	3	720
RHOE_10.01_2010_11	3	1520
RHOE_10.01_2010_11	3	1730
RHOE_10.01_2010_11	8	1840
RHOE_10.01_2010_11	24	1860
RHOE_10.01_2011_1	10	1730
RHOE_10.01_2011_1	47	1840
RHOE_10.01_2011_1	31	1860
RHOE_10.01_2011_1	2	4290
RHOE_10.01_2011_1	29	5820
RHOE_10.01_2011_11	2	720
RHOE_10.01_2011_11	2	1220
RHOE_10.01_2011_11	9	1820
RHOE_10.01_2011_11	35	1840
RHOE_10.01_2011_11	27	1860
RHOE_10.01_2011_11	58	5820
RHOE_10.01_2011_12	10	1840
RHOE_10.01_2011_12	5	4240
RHOE_10.01_2011_12	23	5820
RHOE_10.01_2011_12	1	5920
RHOE_10.01_2011_2	1	720
RHOE_10.01_2011_2	1	1220
RHOE_10.01_2011_2	19	1660
RHOE_10.01_2011_2	5	1730
RHOE_10.01_2011_2	2	1820
RHOE_10.01_2011_2	42	1840
RHOE_10.01_2011_2	10	1860
RHOE_10.01_2011_2	1	1940
RHOE_10.01_2011_2	8	4290
RHOE_10.01_2011_2	47	5820
RHOE_10.01_2012_1	3	1220
RHOE_10.01_2012_1	2	1840
RHOE_10.01_2012_1	3	1860
RHOE_10.01_2012_1	1	4240
RHOE_10.01_2012_1	2	4290
RHOE_10.01_2012_1	23	5820
RHOE_10.01_2012_1	1	5900
RHOE_10.01_2012_11	1	720
RHOE_10.01_2012_11	1	1520
RHOE_10.01_2012_11	4	1730
RHOE_10.01_2012_11	5	1820
RHOE_10.01_2012_11	30	1840
RHOE_10.01_2012_11	22	1860
RHOE_10.01_2012_11	6	1940
RHOE_10.01_2012_11	2	4240
RHOE_10.01_2012_11	4	4290
RHOE_10.01_2012_11	34	5820
RHOE_10.01_2012_12	1	1220
RHOE_10.01_2012_12	10	1820
RHOE_10.01_2012_12	68	1840
RHOE_10.01_2012_12	20	1860
RHOE_10.01_2012_12	14	1940
RHOE_10.01_2012_12	2	4290
RHOE_10.01_2012_12	43	5820
RHOE_10.01_2013_1	1	1220
RHOE_10.01_2013_1	9	1820
RHOE_10.01_2013_1	54	1840
RHOE_10.01_2013_1	14	1860
RHOE_10.01_2013_1	34	5820
RHOE_10.01_2013_11	7	720
RHOE_10.01_2013_11	3	1220
RHOE_10.01_2013_11	1	1520
RHOE_10.01_2013_11	2	1730
RHOE_10.01_2013_11	57	1840
RHOE_10.01_2013_11	1	1980
RHOE_10.01_2013_11	1	4070
RHOE_10.01_2013_11	3	4290
RHOE_10.01_2013_11	67	5820
RHOE_10.01_2013_12	11	720
RHOE_10.01_2013_12	4	1220
RHOE_10.01_2013_12	2	1840
RHOE_10.01_2013_12	58	1860
RHOE_10.01_2013_12	3	4240
RHOE_10.01_2013_12	3	5190
RHOE_10.01_2013_12	2	5530
RHOE_10.01_2013_12	145	5820
RHOE_10.01_2013_12	1	5920
RHOE_10.01_2013_2	5	1220
RHOE_10.01_2013_2	71	1840
RHOE_10.01_2013_2	1	1860
RHOE_10.01_2013_2	4	5530
RHOE_10.01_2014_1	1	1220
RHOE_10.01_2014_1	39	1860
RHOE_10.01_2014_1	2	5530
RHOE_10.01_2014_1	84	5820
RHOE_10.01_2014_2	3	1220
RHOE_10.01_2014_2	23	1860
RHOE_10.01_2014_2	4	5530
RHOE_10.01_2014_2	27	5820
RHOE_10.02_1996_1	17	1220
RHOE_10.02_1996_1	37	1860
RHOE_10.02_1996_1	2	1890
RHOE_10.02_1996_1	6	1980
RHOE_10.02_1996_1	2	2030
RHOE_10.02_1996_1	1	4240
RHOE_10.02_1996_1	4	4290
RHOE_10.02_1997_1	12	720
RHOE_10.02_1997_1	1	1220
RHOE_10.02_1997_1	1	1860
RHOE_10.02_1997_1	9	5820
RHOE_10.02_1997_1	1	5900
RHOE_10.02_1998_1	4	1220
RHOE_10.02_1998_1	7	1840
RHOE_10.02_1998_1	7	1860
RHOE_10.02_1998_1	1	4290
RHOE_10.02_1998_1	41	5820
RHOE_10.02_1999_1	3	1220
RHOE_10.02_1999_1	2	1520
RHOE_10.02_1999_1	2	1840
RHOE_10.02_1999_1	35	1860
RHOE_10.02_1999_1	2	1980
RHOE_10.02_1999_1	1	2030
RHOE_10.02_1999_1	19	4240
RHOE_10.02_2000_1	1	90
RHOE_10.02_2000_1	3	1520
RHOE_10.02_2000_1	20	1860
RHOE_10.02_2000_1	3	2030
RHOE_10.02_2000_1	15	4290
RHOE_10.02_2000_1	2	5820
RHOE_10.02_2001_1	3	1520
RHOE_10.02_2001_1	5	1860
RHOE_10.02_2007_1	1	90
RHOE_10.02_2007_1	20	1220
RHOE_10.02_2007_1	1	1660
RHOE_10.02_2007_1	13	1730
RHOE_10.02_2007_1	4	1820
RHOE_10.02_2007_1	12	1840
RHOE_10.02_2007_1	30	1860
RHOE_10.02_2007_1	43	1940
RHOE_10.02_2007_1	4	2030
RHOE_10.02_2007_1	4	4290
RHOE_10.02_2007_1	20	4930
RHOE_10.02_2007_1	58	5820
RHOE_10.02_2007_1	1	5900
RHOE_10.02_2007_11	2	70
RHOE_10.02_2007_11	2	1220
RHOE_10.02_2007_11	1	1660
RHOE_10.02_2007_11	5	1820
RHOE_10.02_2007_11	150	1860
RHOE_10.02_2007_11	3	1940
RHOE_10.02_2007_11	5	4240
RHOE_10.02_2007_11	10	4290
RHOE_10.02_2007_11	11	5820
RHOE_10.02_2007_12	1	720
RHOE_10.02_2007_12	3	1220
RHOE_10.02_2007_12	7	1730
RHOE_10.02_2007_12	17	1840
RHOE_10.02_2007_12	100	1860
RHOE_10.02_2007_12	25	1940
RHOE_10.02_2007_12	1	4240
RHOE_10.02_2007_12	7	4290
RHOE_10.02_2007_12	1	5820
RHOE_10.02_2008_1	1	1220
RHOE_10.02_2008_1	2	1520
RHOE_10.02_2008_1	33	1660
RHOE_10.02_2008_1	7	1840
RHOE_10.02_2008_1	97	1860
RHOE_10.02_2008_1	6	1940
RHOE_10.02_2008_1	1	2030
RHOE_10.02_2008_1	8	4290
RHOE_10.02_2008_1	2	5530
RHOE_10.02_2008_1	53	5820
RHOE_10.02_2008_1	1	5900
RHOE_10.02_2008_2	1	70
RHOE_10.02_2008_2	2	90
RHOE_10.02_2008_2	2	720
RHOE_10.02_2008_2	3	1220
RHOE_10.02_2008_2	2	1520
RHOE_10.02_2008_2	20	1660
RHOE_10.02_2008_2	12	1840
RHOE_10.02_2008_2	113	1860
RHOE_10.02_2008_2	8	2030
RHOE_10.02_2008_2	25	4240
RHOE_10.02_2008_2	32	4290
RHOE_10.02_2009_1	1	70
RHOE_10.02_2009_1	1	950
RHOE_10.02_2009_1	2	1220
RHOE_10.02_2009_1	1	1660
RHOE_10.02_2009_1	3	1820
RHOE_10.02_2009_1	7	1840
RHOE_10.02_2009_1	355	1860
RHOE_10.02_2009_1	6	4240
RHOE_10.02_2009_1	18	4290
RHOE_10.02_2010_11	2	1220
RHOE_10.02_2010_11	19	1660
RHOE_10.02_2010_11	300	1860
RHOE_10.02_2010_11	1	5530
RHOE_10.02_2010_11	32	5820
RHOE_10.02_2010_12	1	1730
RHOE_10.02_2010_12	345	1860
RHOE_10.02_2010_12	19	4240
RHOE_10.02_2010_12	14	4290
RHOE_10.02_2011_1	9	1220
RHOE_10.02_2011_1	1	1520
RHOE_10.02_2011_1	11	1660
RHOE_10.02_2011_1	4	1730
RHOE_10.02_2011_1	2	1820
RHOE_10.02_2011_1	11	1840
RHOE_10.02_2011_1	170	1860
RHOE_10.02_2011_1	10	1940
RHOE_10.02_2011_1	3	1980
RHOE_10.02_2011_1	2	4240
RHOE_10.02_2011_1	7	4290
RHOE_10.02_2011_1	9	5820
RHOE_10.02_2011_11	1	720
RHOE_10.02_2011_11	1	1220
RHOE_10.02_2011_11	1	1520
RHOE_10.02_2011_11	14	1840
RHOE_10.02_2011_11	250	1860
RHOE_10.02_2011_11	2	4240
RHOE_10.02_2011_12	11	1220
RHOE_10.02_2011_12	1	1520
RHOE_10.02_2011_12	69	1860
RHOE_10.02_2011_12	1	5530
RHOE_10.02_2011_12	3	5820
RHOE_10.02_2011_2	1	720
RHOE_10.02_2011_2	1	1520
RHOE_10.02_2011_2	32	1660
RHOE_10.02_2011_2	14	1730
RHOE_10.02_2011_2	8	1820
RHOE_10.02_2011_2	11	1840
RHOE_10.02_2011_2	200	1860
RHOE_10.02_2011_2	11	1940
RHOE_10.02_2011_2	4	1980
RHOE_10.02_2011_2	5	2030
RHOE_10.02_2011_2	3	4240
RHOE_10.02_2011_2	6	4290
RHOE_10.02_2011_2	1	5530
RHOE_10.02_2011_2	4	5820
